Day_month,Date,Input_Hoa_Binh,Yen_Bai,Vu_Quang,Evaporation,Demand,H_Up (m),Energy_demand,Qtu_(m3/s),Qbot_(m3/s),Qspill_(m3/s),Q_Sơn Tây,Q_Hà Nội,H Hà Nội
10-27,2022-10-27,1008.0,436.0,416.0,0.0059770992366411,400.0,116.51,15969.464430000002,761.0,0.0,0.0,1390.0,1070.0,175.0
10-28,2022-10-28,1035.0,436.0,473.0,0.0059236641221373,400.0,116.46,23624.87192,1122.0,0.0,0.0,1550.0,1270.0,197.0
10-29,2022-10-29,1530.0,775.0,538.0,0.0058702290076335,400.0,116.53,32753.3684,1552.0,0.0,0.0,1920.0,1390.0,209.0
10-30,2022-10-30,1300.0,696.0,617.0,0.0058167938931296,400.0,116.56,22189.56981,1061.0,0.0,0.0,2480.0,1770.0,248.0
10-31,2022-10-31,1229.0,1050.0,571.0,0.0057633587786258,174.0,116.59,29318.381350000003,1390.0,0.0,0.0,2360.0,1870.0,259.0
11-01,2022-11-01,1213.0,757.0,598.0,0.005709923664122,174.0,116.59,22417.85422,1169.0,0.0,0.0,2550.0,1880.0,259.0
11-02,2022-11-02,1350.0,685.0,597.0,0.0056564885496182,174.0,116.69,25652.77415,1216.0,0.0,0.0,2540.0,1930.0,264.0
11-03,2022-11-03,1220.0,618.0,542.0,0.0056030534351144,174.0,116.74,20424.36987,968.0,0.0,0.0,2310.0,1860.0,257.0
11-04,2022-11-04,1109.0,590.0,479.0,0.0055496183206106,174.0,116.85,18798.271500000003,895.0,0.0,0.0,2000.0,1530.0,224.0
11-05,2022-11-05,1303.0,546.0,460.0,0.0055496183206106,174.0,116.88,28544.372260000004,1350.0,0.0,0.0,1820.0,1260.0,196.0
11-06,2022-11-06,1153.0,487.0,471.0,0.0055496183206106,174.0,116.85,25552.35185,1212.0,0.0,0.0,1980.0,1250.0,195.0
11-07,2022-11-07,1113.0,501.0,461.0,0.0055496183206106,174.0,116.74,22514.29639,1066.0,0.0,0.0,1930.0,1190.0,189.0
11-08,2022-11-08,960.0,466.0,461.0,0.0055496183206106,174.0,116.77,19547.87993,931.0,0.0,0.0,1900.0,1180.0,187.0
11-09,2022-11-09,903.0,621.0,436.0,0.0055496183206106,174.0,116.83,17451.28684,829.0,0.0,0.0,1720.0,1070.0,175.0
11-10,2022-11-10,550.0,587.0,416.0,0.0055496183206106,153.0,116.78,17008.32921,809.0,0.0,0.0,1600.0,1020.0,169.0
11-11,2022-11-11,783.0,479.0,416.0,0.0055496183206106,153.0,116.74,14356.30993,684.0,0.0,0.0,1610.0,1130.0,181.0
11-12,2022-11-12,590.0,442.0,389.0,0.0055496183206106,153.0,116.72,15631.33037,744.0,0.0,0.0,1460.0,1090.0,177.0
11-13,2022-11-13,600.0,465.0,399.0,0.0055496183206106,153.0,116.63,13940.354890000002,663.0,0.0,0.0,1420.0,1100.0,178.0
11-14,2022-11-14,822.0,453.0,401.0,0.0055496183206106,153.0,116.64,14986.94815,715.0,0.0,0.0,1380.0,1070.0,174.0
11-15,2022-11-15,950.0,436.0,398.0,0.0055496183206106,153.0,116.75,12222.412510000002,585.0,0.0,0.0,1370.0,1050.0,172.0
11-16,2022-11-16,840.0,426.0,374.0,0.0055496183206106,153.0,116.83,15842.981040000002,752.0,0.0,0.0,1320.0,1010.0,166.0
11-17,2022-11-17,850.0,381.0,392.0,0.0055496183206106,153.0,116.88,19124.18358,899.0,0.0,0.0,1380.0,1080.0,175.0
11-18,2022-11-18,680.0,382.0,418.0,0.0055496183206106,153.0,116.8,17857.35871,855.0,0.0,0.0,1450.0,1060.0,172.0
11-19,2022-11-19,580.0,355.0,421.0,0.0055496183206106,153.0,116.72,17795.358470000003,844.0,0.0,0.0,1480.0,1030.0,170.0
11-20,2022-11-20,620.0,329.0,409.0,0.0055496183206106,172.0,116.62,14237.09275,685.0,0.0,0.0,1450.0,904.0,154.0
11-21,2022-11-21,660.0,396.0,381.0,0.0055496183206106,172.0,116.63,16993.29981,809.0,0.0,0.0,1300.0,844.0,146.0
11-22,2022-11-22,770.0,386.0,330.0,0.0055496183206106,172.0,116.51,19434.7,923.0,0.0,0.0,1270.0,802.0,140.0
11-23,2022-11-23,910.0,346.0,380.0,0.0055496183206106,172.0,116.46,18570.5,884.0,0.0,0.0,1440.0,902.0,154.0
11-24,2022-11-24,1030.0,376.0,423.0,0.0055496183206106,172.0,116.51,18131.1,865.0,0.0,0.0,1460.0,1060.0,174.0
11-25,2022-11-25,917.0,389.0,448.0,0.0055435114503816,172.0,116.57,16928.0,808.0,0.0,0.0,1490.0,1170.0,185.0
11-26,2022-11-26,735.0,374.0,431.0,0.0055374045801526,172.0,116.59,15400.0,737.0,0.0,0.0,1550.0,1250.0,194.0
11-27,2022-11-27,830.0,369.0,350.0,0.0055312977099236,172.0,116.55,13216.8,634.0,0.0,0.0,1350.0,1240.0,193.0
11-28,2022-11-28,780.0,369.0,325.0,0.0055251908396946,172.0,116.69,13473.5,768.0,0.0,0.0,1250.0,1120.0,180.0
11-29,2022-11-29,850.0,374.0,374.0,0.0055190839694656,172.0,116.72,13611.19706,645.0,0.0,0.0,1290.0,1070.0,173.0
11-30,2022-11-30,753.0,399.0,412.0,0.0055129770992366,149.0,116.75,21775.9106,1037.0,0.0,0.0,1340.0,1030.0,169.0
12-01,2022-12-01,470.0,510.0,457.0,0.0055068702290076,149.0,116.63,18359.2,873.0,0.0,0.0,1540.0,1090.0,175.0
12-02,2022-12-02,330.0,398.0,554.0,0.0055007633587786,149.0,116.45,21132.5,1007.0,0.0,0.0,1800.0,1100.0,179.0
12-03,2022-12-03,351.0,315.0,598.0,0.0054946564885496,149.0,116.09,22959.4,1095.0,0.0,0.0,2040.0,1330.0,203.0
12-04,2022-12-04,130.0,282.0,507.0,0.0054885496183206,149.0,115.79,17563.9,842.0,0.0,0.0,1940.0,1300.0,200.0
12-05,2022-12-05,460.0,286.0,428.0,0.0054885496183206,149.0,115.62,16818.4,807.0,0.0,0.0,1550.0,1050.0,172.0
12-06,2022-12-06,390.0,276.0,386.0,0.0054885496183206,149.0,115.37,14079.0,679.0,0.0,0.0,1310.0,884.0,151.0
12-07,2022-12-07,430.0,280.0,398.0,0.0054885496183206,149.0,115.26,11706.8,568.0,0.0,0.0,1230.0,864.0,149.0
12-08,2022-12-08,610.0,287.0,371.0,0.0054885496183206,149.0,115.24,12513.1,606.0,0.0,0.0,1180.0,830.0,144.0
12-09,2022-12-09,480.0,267.0,350.0,0.0054885496183206,149.0,115.22,11811.1,574.0,0.0,0.0,1130.0,827.0,143.0
12-10,2022-12-10,610.0,246.0,348.0,0.0054885496183206,149.0,115.2,16436.2,791.0,0.0,0.0,1110.0,840.0,145.0
12-11,2022-12-11,380.0,245.0,359.0,0.0054885496183206,137.0,115.11,10198.3,497.0,0.0,0.0,1170.0,862.0,148.0
12-12,2022-12-12,520.0,242.0,338.0,0.0054885496183206,137.0,115.04,13715.0,663.0,0.0,0.0,1080.0,878.0,150.0
12-13,2022-12-13,550.0,206.0,342.0,0.0054885496183206,137.0,115.02,14792.7,713.0,0.0,0.0,1080.0,868.0,148.0
12-14,2022-12-14,470.0,202.0,359.0,0.0054885496183206,137.0,114.96,11530.5,561.0,0.0,0.0,1120.0,866.0,148.0
12-15,2022-12-15,650.0,203.0,344.0,0.0054885496183206,137.0,114.99,10076.0,491.0,0.0,0.0,1070.0,815.0,141.0
12-16,2022-12-16,690.0,199.0,349.0,0.0054885496183206,137.0,115.13,9466.2,463.0,0.0,0.0,996.0,695.0,124.0
12-17,2022-12-17,670.0,207.0,365.0,0.0054885496183206,137.0,115.22,8893.5,435.0,0.0,0.0,1040.0,711.0,125.0
12-18,2022-12-18,390.0,201.0,373.0,0.0054885496183206,137.0,115.3,7714.4,379.0,0.0,0.0,1030.0,717.0,127.0
12-19,2022-12-19,510.0,193.0,373.0,0.0054885496183206,137.0,115.32,7955.5,390.0,0.0,0.0,970.0,631.0,114.0
12-20,2022-12-20,540.0,184.0,372.0,0.0054885496183206,137.0,115.37,7427.6,365.0,0.0,0.0,956.0,541.0,99.0
12-21,2022-12-21,650.0,185.0,394.0,0.0054885496183206,137.0,115.5,6153.2,305.0,0.0,0.0,966.0,607.0,110.0
12-22,2022-12-22,620.0,190.0,386.0,0.0054885496183206,137.0,115.65,7657.5,376.0,0.0,0.0,979.0,695.0,124.0
12-23,2022-12-23,570.0,227.0,376.0,0.0054885496183206,137.0,115.71,5934.6,295.0,0.0,0.0,958.0,792.0,138.0
12-24,2022-12-24,432.0,225.0,368.0,0.0054885496183206,137.0,115.76,8862.1,432.0,0.0,0.0,943.0,737.0,130.0
12-25,2022-12-25,510.0,225.0,352.0,0.0054885496183206,137.0,115.76,7011.5,345.0,0.0,0.0,990.0,792.0,137.0
12-26,2022-12-26,440.0,214.0,343.0,0.0054045801526717,137.0,115.82,7780.3,381.0,0.0,0.0,908.0,821.0,142.0
12-27,2022-12-27,520.0,197.0,353.0,0.0053206106870228,137.0,115.86,7013.6,345.0,0.0,0.0,940.0,774.0,134.0
12-28,2022-12-28,410.0,205.0,371.0,0.005236641221374,137.0,115.9,9397.4,456.0,0.0,0.0,968.0,760.0,132.0
12-29,2022-12-29,250.0,235.0,370.0,0.0051526717557251,137.0,115.87,6790.1,335.0,0.0,0.0,1020.0,718.0,127.0
12-30,2022-12-30,491.0,243.0,375.0,0.0050687022900762,137.0,115.82,9222.9,448.0,0.0,0.0,1000.0,647.0,116.0
12-31,2022-12-31,430.0,270.0,369.0,0.0049847328244274,137.0,115.86,7807.8,382.0,0.0,0.0,1030.0,597.0,108.0
01-01,2023-01-01,240.0,224.0,413.0,0.005,56.0,115.87,5276.0,264.0,0.0,0.0,950.0,626.0,98.0
01-02,2023-01-02,277.0,235.0,378.0,0.005,56.0,115.86,5813.3,289.0,0.0,0.0,816.0,571.0,91.0
01-03,2023-01-03,390.0,225.0,357.0,0.005,56.0,115.85,8284.2,404.0,0.0,0.0,750.0,470.0,78.0
01-04,2023-01-04,730.0,246.0,354.0,0.005,56.0,115.92,8539.1,416.0,0.0,0.0,804.0,508.0,83.0
01-05,2023-01-05,770.0,331.0,388.0,0.005,56.0,116.04,6535.1,322.0,0.0,0.0,897.0,573.0,91.0
01-06,2023-01-06,650.0,500.0,393.0,0.005,56.0,116.22,9993.9,483.0,0.0,0.0,935.0,740.0,113.0
01-07,2023-01-07,570.0,361.0,442.0,0.005,56.0,116.31,11627.7,558.0,0.0,0.0,1070.0,834.0,125.0
01-08,2023-01-08,480.0,282.0,477.0,0.005,56.0,116.33,9450.6,457.0,0.0,0.0,1200.0,918.0,135.0
01-09,2023-01-09,520.0,253.0,460.0,0.005,56.0,116.32,9776.5,473.0,0.0,0.0,1110.0,948.0,139.0
01-10,2023-01-10,460.0,237.0,429.0,0.005,56.0,116.35,5856.5,291.0,0.0,0.0,1020.0,896.0,133.0
01-11,2023-01-11,530.0,224.0,415.0,0.005,533.0,116.47,3613.2,187.0,0.0,0.0,888.0,823.0,123.0
01-12,2023-01-12,490.0,214.0,394.0,0.005,533.0,116.61,2413.2,131.0,0.0,0.0,772.0,751.0,114.0
01-13,2023-01-13,870.0,222.0,387.0,0.005,533.0,116.76,3099.5,162.0,0.0,0.0,693.0,648.0,101.0
01-14,2023-01-14,890.0,221.0,398.0,0.005,533.0,117.01,23356.4,1101.0,0.0,0.0,654.0,609.0,96.0
01-15,2023-01-15,470.0,508.0,523.0,0.005,533.0,116.76,26076.9,1236.0,0.0,0.0,1140.0,709.0,109.0
01-16,2023-01-16,790.0,741.0,784.0,0.005,533.0,116.49,27393.2,1301.0,0.0,0.0,1740.0,1020.0,148.0
01-17,2023-01-17,620.0,432.0,989.0,0.005,533.0,116.31,22989.0,1094.0,0.0,0.0,2390.0,1480.0,203.0
01-18,2023-01-18,610.0,358.0,1000.0,0.005,533.0,116.02,27343.6,1303.0,0.0,0.0,2500.0,1690.0,228.0
01-19,2023-01-19,750.0,286.0,1030.0,0.005,533.0,115.7,26919.3,1289.0,0.0,0.0,2570.0,1790.0,239.0
01-20,2023-01-20,1080.0,253.0,975.0,0.005,1098.0,115.57,27854.5,1333.0,0.0,0.0,2510.0,1810.0,242.0
01-21,2023-01-21,820.0,275.0,766.0,0.005,1098.0,115.34,24501.9,1177.0,0.0,0.0,2180.0,1710.0,230.0
01-22,2023-01-22,720.0,250.0,645.0,0.005,1098.0,115.35,18808.1,902.0,0.0,0.0,1860.0,1580.0,214.0
01-23,2023-01-23,730.0,227.0,532.0,0.005,1098.0,115.38,7133.1,352.0,0.0,0.0,1490.0,1300.0,182.0
01-24,2023-01-24,750.0,220.0,419.0,0.005,1098.0,115.45,7545.7,371.0,0.0,0.0,1060.0,1120.0,160.0
01-25,2023-01-25,850.0,209.0,373.0,0.005,1098.0,115.66,7707.1,378.0,0.0,0.0,804.0,778.0,118.0
01-26,2023-01-26,1020.0,215.0,351.0,0.0049801526717557,1098.0,115.95,9581.9,464.0,0.0,0.0,718.0,677.0,105.0
01-27,2023-01-27,1130.0,231.0,320.0,0.0049603053435114,1098.0,116.24,13896.5,665.0,0.0,0.0,695.0,632.0,99.0
01-28,2023-01-28,1250.0,211.0,334.0,0.0049404580152671,1098.0,116.46,20858.2,988.0,0.0,0.0,813.0,589.0,93.0
01-29,2023-01-29,740.0,203.0,573.0,0.0049206106870228,1098.0,116.4,32581.0,1548.0,0.0,0.0,1190.0,638.0,100.0
01-30,2023-01-30,1200.0,197.0,884.0,0.0049007633587785,1098.0,116.14,31095.8,1478.0,0.0,0.0,1950.0,1110.0,159.0
01-31,2023-01-31,1479.0,187.0,1000.0,0.0048809160305343,2123.0,116.03,29137.1,1386.0,0.0,0.0,2380.0,1480.0,203.0
02-01,2023-02-01,720.0,189.0,998.0,0.00486106870229,2123.0,115.91,37016.053478,1756.0,0.0,0.0,2440.0,1630.0,220.0
02-02,2023-02-02,650.0,200.0,1050.0,0.0048412213740457,2123.0,115.47,38280.22490000001,1846.0,0.0,0.0,2650.0,1740.0,233.0
02-03,2023-02-03,660.0,202.0,1060.0,0.0048213740458014,2123.0,114.95,34240.338791,1639.0,0.0,0.0,2860.0,1910.0,253.0
02-04,2023-02-04,1050.0,202.0,1060.0,0.0048015267175572,2123.0,114.62,33716.325761,1633.0,0.0,0.0,2770.0,1940.0,256.0
02-05,2023-02-05,870.0,209.0,1060.0,0.0048015267175572,2123.0,114.35,30668.807308000003,1477.0,0.0,0.0,2710.0,1920.0,254.0
02-06,2023-02-06,850.0,199.0,1050.0,0.0048015267175572,2123.0,114.14,26821.405942,1301.0,0.0,0.0,2640.0,1910.0,252.0
02-07,2023-02-07,300.0,182.0,1030.0,0.0048015267175572,2123.0,113.87,26104.918898,1267.0,0.0,0.0,2510.0,1800.0,240.0
02-08,2023-02-08,398.0,186.0,1020.0,0.0048015267175572,2123.0,113.42,34055.986116,1653.0,0.0,0.0,2440.0,1730.0,231.0
02-09,2023-02-09,350.0,196.0,1040.0,0.0048015267175572,2123.0,112.86,19623.086654,969.0,0.0,0.0,2640.0,1790.0,239.0
02-10,2023-02-10,1400.0,201.0,747.0,0.0048015267175572,2123.0,112.94,2266.711636,127.0,0.0,0.0,2090.0,1690.0,227.0
02-11,2023-02-11,1420.0,193.0,417.0,0.0048015267175572,1587.0,113.53,1208.4299419999998,77.0,0.0,0.0,1040.0,916.0,135.0
02-12,2023-02-12,1210.0,186.0,317.0,0.0048015267175572,1587.0,114.08,709.8202939999999,55.0,0.0,0.0,619.0,441.0,74.0
02-13,2023-02-13,1010.0,188.0,307.0,0.0048015267175572,1587.0,114.47,3392.414047,177.0,0.0,0.0,531.0,259.0,48.0
02-14,2023-02-14,1520.0,184.0,308.0,0.0048015267175572,1587.0,114.94,2627.166669,142.0,0.0,0.0,537.0,260.0,49.0
02-15,2023-02-15,1500.0,183.0,297.0,0.0048015267175572,1587.0,115.52,4745.306182,240.0,0.0,0.0,536.0,322.0,57.0
02-16,2023-02-16,1050.0,222.0,293.0,0.0048015267175572,1587.0,116.03,6190.052198,306.0,0.0,0.0,547.0,442.0,73.0
02-17,2023-02-17,70.0,196.0,304.0,0.0048015267175572,1587.0,116.12,9094.377255,444.0,0.0,0.0,601.0,482.0,79.0
02-18,2023-02-18,250.0,175.0,336.0,0.0048015267175572,1587.0,115.99,4750.897671999999,237.0,0.0,0.0,753.0,698.0,107.0
02-19,2023-02-19,70.0,209.0,331.0,0.0048015267175572,1587.0,115.99,3384.2806990000004,176.0,0.0,0.0,703.0,763.0,116.0
02-20,2023-02-20,380.0,208.0,291.0,0.0048015267175572,1587.0,115.98,5514.302336,275.0,0.0,0.0,615.0,730.0,112.0
02-21,2023-02-21,300.0,219.0,321.0,0.0048015267175572,1046.0,116.02,2866.1678809999994,152.0,0.0,0.0,616.0,647.0,101.0
02-22,2023-02-22,270.0,245.0,330.0,0.0048015267175572,1046.0,116.07,2451.829421,133.0,0.0,0.0,609.0,607.0,96.0
02-23,2023-02-23,350.0,237.0,346.0,0.0048015267175572,1046.0,116.11,3859.748926,198.0,0.0,0.0,605.0,535.0,86.0
02-24,2023-02-24,470.0,221.0,349.0,0.0048015267175572,1046.0,116.15,8266.529116,400.0,0.0,0.0,639.0,449.0,75.0
02-25,2023-02-25,380.0,228.0,367.0,0.0049141221374045,1046.0,116.22,8674.045565999999,423.0,0.0,0.0,737.0,395.0,67.0
02-26,2023-02-26,310.0,222.0,351.0,0.0050267175572518,1046.0,116.15,6742.614002,332.0,0.0,0.0,783.0,421.0,71.0
02-27,2023-02-27,510.0,208.0,319.0,0.0051393129770991,1046.0,116.12,15548.006312,741.0,0.0,0.0,722.0,361.0,63.0
02-28,2023-02-28,610.0,189.0,335.0,0.0052519083969464,1046.0,116.05,12421.110088,691.0,0.0,0.0,850.0,460.0,76.0
03-01,2023-03-01,560.0,276.0,337.0,0.0054770992366411,771.0,116.01,11819.19764,568.0,0.0,0.0,852.0,638.0,100.0
03-02,2023-03-02,510.0,219.0,369.0,0.0055896946564884,771.0,116.03,10409.344819999998,505.0,0.0,0.0,890.0,737.0,113.0
03-03,2023-03-03,650.0,172.0,354.0,0.0057022900763358,771.0,116.06,10959.541032,529.0,0.0,0.0,928.0,794.0,120.0
03-04,2023-03-04,350.0,277.0,423.0,0.0057022900763358,771.0,116.09,6118.976496,302.0,0.0,0.0,949.0,864.0,129.0
03-05,2023-03-05,790.0,288.0,396.0,0.0057022900763358,771.0,116.1,15844.91176,760.0,0.0,0.0,845.0,819.0,123.0
03-06,2023-03-06,970.0,206.0,425.0,0.0057022900763358,771.0,116.1,20794.431291,989.0,0.0,0.0,1040.0,861.0,128.0
03-07,2023-03-07,990.0,185.0,457.0,0.0057022900763358,771.0,116.08,22628.472732999995,1080.0,0.0,0.0,1230.0,971.0,142.0
03-08,2023-03-08,1010.0,156.0,512.0,0.0057022900763358,771.0,116.07,20179.33131,962.0,0.0,0.0,1370.0,987.0,144.0
03-09,2023-03-09,880.0,140.0,507.0,0.0057022900763358,771.0,116.06,22188.907846,961.0,0.0,0.0,1310.0,997.0,145.0
03-10,2023-03-10,530.0,135.0,526.0,0.0057022900763358,771.0,115.96,30149.586894,1431.0,0.0,0.0,1320.0,841.0,126.0
03-11,2023-03-11,170.0,132.0,619.0,0.0057022900763358,264.0,115.43,25651.942286,1226.0,0.0,0.0,1570.0,963.0,141.0
03-12,2023-03-12,460.0,132.0,634.0,0.0057022900763358,264.0,115.04,27974.700806,1378.0,0.0,0.0,1650.0,1130.0,161.0
03-13,2023-03-13,430.0,131.0,628.0,0.0057022900763358,264.0,114.61,26778.529706,1256.0,0.0,0.0,1640.0,1170.0,166.0
03-14,2023-03-14,540.0,135.0,660.0,0.0057022900763358,264.0,114.31,25387.315028000005,1220.0,0.0,0.0,1680.0,1290.0,181.0
03-15,2023-03-15,760.0,130.0,646.0,0.0057022900763358,264.0,114.03,16210.214544,793.0,0.0,0.0,1630.0,1280.0,179.0
03-16,2023-03-16,2040.0,128.0,539.0,0.0057022900763358,264.0,114.4,9906.07044,485.0,0.0,0.0,1400.0,1220.0,173.0
03-17,2023-03-17,1370.0,134.0,419.0,0.0057022900763358,264.0,114.98,18050.738602,861.0,0.0,0.0,915.0,940.0,138.0
03-18,2023-03-18,100.0,129.0,400.0,0.0057022900763358,264.0,114.87,24107.67647,1160.0,0.0,0.0,946.0,796.0,120.0
03-19,2023-03-19,940.0,124.0,427.0,0.0057022900763358,264.0,114.41,21223.387608,1031.0,0.0,0.0,1200.0,899.0,133.0
03-20,2023-03-20,2040.0,120.0,397.0,0.0057022900763358,293.0,114.75,12328.524980000002,599.0,0.0,0.0,1240.0,939.0,138.0
03-21,2023-03-21,1750.0,120.0,328.0,0.0057022900763358,293.0,115.35,10145.899056,490.0,0.0,0.0,877.0,752.0,115.0
03-22,2023-03-22,2050.0,120.0,319.0,0.0057022900763358,293.0,115.95,7983.935624000002,371.0,0.0,0.0,766.0,741.0,113.0
03-23,2023-03-23,580.0,121.0,322.0,0.0057022900763358,293.0,116.36,23505.945328,1115.0,0.0,0.0,651.0,610.0,96.0
03-24,2023-03-24,430.0,126.0,397.0,0.0057786259541984,293.0,116.11,13919.775638,671.0,0.0,0.0,937.0,410.0,70.0
03-25,2023-03-25,690.0,131.0,432.0,0.005854961832061,293.0,116.03,16042.575378,763.0,0.0,0.0,949.0,548.0,88.0
03-26,2023-03-26,60.0,122.0,381.0,0.0059312977099236,293.0,115.84,25201.664164,1197.0,0.0,0.0,920.0,553.0,89.0
03-27,2023-03-27,70.0,140.0,472.0,0.0060076335877862,293.0,115.26,29144.14343,1401.0,0.0,0.0,1200.0,764.0,116.0
03-28,2023-03-28,50.0,136.0,609.0,0.0060839694656488,293.0,114.71,28562.03007,1379.0,0.0,0.0,1520.0,981.0,143.0
03-29,2023-03-29,90.0,127.0,646.0,0.0061603053435114,293.0,114.19,23289.926666,1132.0,0.0,0.0,1660.0,1170.0,166.0
03-30,2023-03-30,70.0,131.0,638.0,0.006236641221374,269.0,113.73,20564.392446,999.0,0.0,0.0,1540.0,1130.0,162.0
03-31,2023-03-31,120.0,138.0,590.0,0.0063129770992366,245.0,113.42,5649.3604,289.0,0.0,0.0,1490.0,1080.0,156.0
04-01,2023-04-01,60.0,278.0,455.0,0.0063893129770992,245.0,113.33,5156.6399,263.0,0.0,0.0,961.0,793.0,120.0
04-02,2023-04-02,60.0,258.0,381.0,0.0064656488549618,245.0,113.19,15432.345962,749.0,0.0,0.0,672.0,653.0,102.0
04-03,2023-04-03,80.0,153.0,444.0,0.0065419847328244,245.0,112.82,19840.531268,972.0,0.0,0.0,913.0,765.0,116.0
04-04,2023-04-04,90.0,131.0,561.0,0.0065419847328244,245.0,112.44,23395.587312,1143.0,0.0,0.0,1330.0,852.0,127.0
04-05,2023-04-05,120.0,127.0,591.0,0.0065419847328244,245.0,111.96,24850.633396,1211.0,0.0,0.0,1430.0,936.0,138.0
04-06,2023-04-06,40.0,134.0,605.0,0.0065419847328244,245.0,111.46,24751.539543,1219.0,0.0,0.0,1480.0,891.0,132.0
04-07,2023-04-07,90.0,208.0,662.0,0.0065419847328244,245.0,110.99,22793.452347,1128.0,0.0,0.0,1590.0,919.0,136.0
04-08,2023-04-08,120.0,254.0,696.0,0.0065419847328244,245.0,110.54,16182.534422,812.0,0.0,0.0,1780.0,1020.0,148.0
04-09,2023-04-09,65.0,285.0,612.0,0.0065419847328244,245.0,110.23,22928.095514,1131.0,0.0,0.0,1590.0,1250.0,175.0
04-10,2023-04-10,120.0,385.0,603.0,0.0065419847328244,245.0,109.13,25636.989384,1382.0,0.0,0.0,1570.0,1180.0,167.0
04-11,2023-04-11,50.0,303.0,657.0,0.0065419847328244,260.0,108.56,27503.585862,1474.0,0.0,0.0,1810.0,1280.0,179.0
04-12,2023-04-12,80.0,229.0,673.0,0.0065419847328244,260.0,107.88,29359.993776,1656.0,0.0,0.0,1970.0,1380.0,192.0
04-13,2023-04-13,70.0,204.0,704.0,0.0065419847328244,260.0,107.16,32779.947828000004,1359.0,0.0,0.0,2020.0,1470.0,202.0
04-14,2023-04-14,120.0,182.0,729.0,0.0065419847328244,260.0,106.62,26615.204042,1417.0,0.0,0.0,2130.0,1520.0,208.0
04-15,2023-04-15,50.0,145.0,684.0,0.0065419847328244,260.0,106.01,27802.63977,1617.0,0.0,0.0,1970.0,1540.0,210.0
04-16,2023-04-16,560.0,138.0,709.0,0.0065419847328244,260.0,106.01,31686.562281,1617.0,0.0,0.0,1940.0,1460.0,201.0
04-17,2023-04-17,250.0,137.0,741.0,0.0065419847328244,260.0,105.46,33477.0248,1726.0,0.0,0.0,2040.0,1350.0,187.0
04-18,2023-04-18,390.0,141.0,812.0,0.0065419847328244,260.0,104.82,31611.414433,1637.0,0.0,0.0,2260.0,1440.0,199.0
04-19,2023-04-19,580.0,151.0,796.0,0.0065419847328244,260.0,104.2,30890.959006,1600.0,0.0,0.0,2270.0,1490.0,204.0
04-20,2023-04-20,420.0,133.0,786.0,0.0065419847328244,260.0,103.69,29999.849376,1539.0,0.0,0.0,2180.0,1400.0,194.0
04-21,2023-04-21,450.0,133.0,773.0,0.0065419847328244,139.0,103.15,29816.889448,1580.0,0.0,0.0,2180.0,1400.0,193.0
04-22,2023-04-22,380.0,151.0,764.0,0.0065419847328244,139.0,102.64,21329.40406,1117.0,0.0,0.0,2130.0,1390.0,192.0
04-23,2023-04-23,580.0,147.0,746.0,0.0065419847328244,139.0,102.25,28872.634608000004,1514.0,0.0,0.0,1940.0,1370.0,189.0
04-24,2023-04-24,920.0,130.0,782.0,0.0067343511450381,139.0,101.83,31458.35626,1650.0,0.0,0.0,2090.0,1380.0,191.0
04-25,2023-04-25,1670.0,138.0,784.0,0.0069267175572518,139.0,101.63,28495.784738,1515.0,0.0,0.0,2320.0,1560.0,212.0
04-26,2023-04-26,1909.0,137.0,720.0,0.0071190839694656,139.0,101.88,21877.61661,1160.0,0.0,0.0,2110.0,1530.0,209.0
04-27,2023-04-27,1990.0,129.0,651.0,0.0073114503816793,139.0,102.27,27597.859394000003,1436.0,0.0,0.0,1780.0,1420.0,195.0
04-28,2023-04-28,2140.0,123.0,634.0,0.0075038167938931,139.0,102.48,32992.776108,1741.0,0.0,0.0,1810.0,1330.0,185.0
04-29,2023-04-29,2180.0,131.0,661.0,0.0076961832061068,139.0,102.65,34695.684144,1811.0,0.0,0.0,2020.0,1420.0,195.0
04-30,2023-04-30,2206.0,129.0,641.0,0.0078885496183205,233.0,102.84,32539.778612,1704.0,0.0,0.0,2090.0,1460.0,201.0
05-01,2023-05-01,2090.0,124.0,594.0,0.0080809160305343,233.0,103.04,32978.594046000006,1722.0,0.0,0.0,1980.0,1410.0,194.0
05-02,2023-05-02,2150.0,120.0,569.0,0.008273282442748,233.0,103.22,32436.614164,1698.0,0.0,0.0,1860.0,1320.0,184.0
05-03,2023-05-03,2360.0,119.0,621.0,0.0084656488549618,233.0,103.43,36495.369294,1912.0,0.0,0.0,1900.0,1250.0,176.0
05-04,2023-05-04,2650.0,123.0,751.0,0.0084656488549618,233.0,103.71,37244.075812,1940.0,0.0,0.0,2300.0,1340.0,187.0
05-05,2023-05-05,2030.0,133.0,826.0,0.0084656488549618,233.0,103.87,40898.3735,2123.0,0.0,0.0,2450.0,1460.0,201.0
05-06,2023-05-06,1660.0,134.0,905.0,0.0084656488549618,233.0,103.77,40026.63382,2091.0,0.0,0.0,2840.0,1760.0,236.0
05-07,2023-05-07,1460.0,151.0,826.0,0.0084656488549618,233.0,103.51,39638.452366000005,2069.0,0.0,0.0,2740.0,1850.0,246.0
05-08,2023-05-08,1300.0,158.0,817.0,0.0084656488549618,233.0,103.1,45936.192272,2424.0,0.0,0.0,2650.0,1810.0,242.0
